,Subrub_Name,Latitude,Longitude
1432,Sherlock,37.960038,-101.020798
1433,Karramindie,-23.992438,134.050443
1434,Cundinup,-33.860565,115.874938
1435,Gibson Desert North,-22.331985,126.639623
1436,Norpa,-31.584,118.42383
1437,Yalyalup,-33.676968,115.414486
1438,Lakelands,-23.992438,134.050443
1439,Three Springs,40.199439,-77.97794
1440,White Gum Valley,-32.059672,115.770844
1441,Dardanup West,-33.39409,115.723449
1442,Kookynie,-29.33333,121.48333
1443,Goomarin,-31.24441,118.43576
1444,Kambalda,-31.212538,121.609999
1445,Burlong,-23.992438,134.050443
1446,Scarborough,-31.896289,115.763515
1447,Yourdamung Lake,-33.134042,116.30854
1448,De Grey,-20.311139,119.255863
1449,Jarrahdale,-32.337361,116.060465
1450,Willagee,-32.05229,115.806137
1451,Redmond,47.688678,-122.115347
1452,Muchea,-31.582062,115.965968
1453,Popanyinning,-32.66667,117.13333
1454,Gilgering,-32.017323,116.560433
1455,Derby,52.923468,-1.475258
1456,Kebaringup,-34.03333,118.15
1457,Elleker,-35.00917,117.73028
1458,Nambeelup,-32.519279,115.859153
1459,Takalarup,-23.992438,134.050443
1460,Brabham,-23.992438,134.050443
1461,Postans,-23.992438,134.050443
1462,Gnoorea,-23.992438,134.050443
1463,Menora,-23.992438,134.050443
1464,Halls Creek,-23.992438,134.050443
1465,Lowlands,-35.05765,117.51436
1466,Ellendale,44.924742,-123.316974
1467,Boorara Brook,-23.992438,134.050443
1468,Carmel,39.97837,-86.11804
1469,South Perth,-31.978717,115.863278
1470,Newcarlbeon,-30.5861,117.425527
1471,Como,45.800127,9.094613
1472,Rocklea,-27.546359,153.012273
1473,Subiaco,-31.948019,115.825873
1474,Dukin,-30.94041,117.43035
1475,Coodanup,-32.545779,115.756056
1476,King Leopold Ranges,-17.093856,125.463295
1477,Millendon,-31.807261,116.038315
1478,Wyola West,-23.992438,134.050443
1479,Amelup,-34.206981,118.271236
1480,Yilliminning,-32.9,117.36667
1481,Manjimup,-34.24589,116.143712
1482,Karrakup,-32.239349,116.026677
1483,Port Gregory,-28.188381,114.252094
1484,Warding East,-23.992438,134.050443
1485,Kalannie,-30.35,117.11667
1486,Yeal,-23.992438,134.050443
1487,Yarragadee,-23.992438,134.050443
1488,Kewdale,-31.980186,115.943829
1489,Pickering Brook,-32.049595,116.164539
1490,Pardoo,-23.992438,134.050443
1491,Darlington,-38.0,143.05
1492,Eighty Mile Beach,-23.992438,134.050443
1493,Fremantle,-32.054049,115.752924
1494,Lyalls Mill,-23.992438,134.050443
1495,Brookdale,-32.166235,116.000716
1496,Denbarker,-23.992438,134.050443
1497,Herne Hill,-23.992438,134.050443
1498,Mulataga,-20.741291,116.880456
1499,Dongara,-29.243054,114.926155
1500,Melville,-32.040263,115.800702
1501,Green Head,-23.992438,134.050443
1502,Cape Range National Park,-21.93024,114.05148
1503,Toolibin,-32.95,117.63333
1504,Narngulu,-28.83333,114.68333
1505,Kalumburu,-14.294717,126.640994
1506,Yarawindah,-23.992438,134.050443
1507,Kweda,-32.36667,117.43333
1508,Meenaar,-23.992438,134.050443
1509,Leeuwin,52.374687,8.996665
1510,Eradu,-23.992438,134.050443
1511,Lange,-23.992438,134.050443
1512,Minigin,-23.992438,134.050443
1513,Ambania,-28.69646,115.10158
1514,Broomehill Village,-33.848549,117.639239
1515,Hopetoun,-35.730318,142.364106
1516,Wundowie,-31.769712,116.38835
1517,Newman,-23.363409,119.739671
1518,Ranford,-32.792746,116.491448
1519,Argyle,-33.550128,115.776343
1520,Merriwa,-31.665042,115.712856
1521,Gibb,52.374687,8.996665
1522,Metricup,-33.78333,115.11667
1523,Lake Wells,-23.992438,134.050443
1524,Breton Bay,-23.992438,134.050443
1525,Lake Jasper,-23.992438,134.050443
1526,Yathroo,-30.28333,116.06667
1527,Bunjil,52.374687,8.996665
1528,Margaret River,-34.031307,115.193991
1529,Forrestfield,-31.983896,116.007159
1530,Dingup,-34.26098,116.237082
1531,Hacketts Gully,-23.992438,134.050443
1532,Myalup,-33.090509,115.728648
1533,Wellard,-32.262862,115.839263
1534,Macleod,-37.73333,145.06667
1535,Ringbark,-23.992438,134.050443
1536,Wannamal,-31.16667,116.05
1537,Yallingup,-33.65,115.03333
1538,Jigalong,-23.356632,120.781426
1539,Baandee,-31.58318,117.95363
1540,Burnside,-34.93995,138.666454
1541,Kalgup,-23.992438,134.050443
1542,Davenport,41.557574,-90.606945
1543,West Beach,38.698188,-76.533178
1544,Shotts,-33.38333,116.26667
1545,Old Plains,-23.992438,134.050443
1546,Cranbrook,-34.292935,117.55762
1547,Preston Beach,-32.864445,115.670902
1548,Kardinya,-32.06392,115.814672
1549,Cuballing,-32.82016,117.177103
1550,Middle Swan,-31.857766,116.019334
1551,Oldbury,-32.265334,115.918268
1552,Inglehope,-32.76667,116.16667
1553,Jindong,-23.992438,134.050443
1554,Bateman,-23.992438,134.050443
1555,Bandya,-23.992438,134.050443
1556,Koongamia,-31.90663,116.042217
1557,South Burracoppin,-31.56667,118.11667
1558,Yardarino,-23.992438,134.050443
1559,Minyirr,-17.988857,122.194525
1560,Cocklebiddy,-32.036678,126.094436
1561,Mount Hampton,-37.937582,145.008836
1562,Tambellup,-34.043307,117.633449
1563,Hamel,-23.992438,134.050443
1564,Laverton,-28.621415,122.402471
1565,Yabberup,-33.57199,116.095391
1566,Kalamunda,-31.976239,116.055754
1567,Londonderry,-31.07399,121.1228
1568,Strelley,-20.44059,118.9852
1569,Bullfinch,-30.98333,119.1
1570,Collins,40.542844,-105.06543
1571,Gracetown,-33.895069,114.98703
1572,Minding,-23.992438,134.050443
1573,Mundaring,-31.927825,116.158943
1574,Kalgoorlie,-30.752372,121.469366
1575,Sunnyside,40.740451,-73.923471
1576,Sandy Gully,-23.992438,134.050443
1577,Bowelling,-33.41667,116.5
1578,Remlap,-23.992438,134.050443
1579,Secret Harbour,-32.406209,115.758514
1580,Bunbury,-33.327283,115.638324
1581,Strathalbyn,-28.752345,114.644086
1582,Wanneroo,-31.755723,115.809704
1583,Nungarin,-31.18333,118.1
1584,Pallinup,-33.913736,118.124485
1585,Weld Range,-23.992438,134.050443
1586,Quinns Rocks,-31.665149,115.697006
1587,Indee,-23.992438,134.050443
1588,Broadwater,-33.662779,115.2842
1589,Burswood,-31.958318,115.895799
1590,Eagle Bay,-23.992438,134.050443
1591,Jibberding,-23.992438,134.050443
1592,Smith Brook,-23.992438,134.050443
1593,Glencoe,-29.9249,151.72233
1594,Springs,-23.992438,134.050443
1595,Acton Park,-42.875289,147.477019
1596,West Dale,-23.992438,134.050443
1597,Marbelup,-34.9675,117.73333
1598,Toodyay,-31.549017,116.457153
1599,Learmonth,-37.41885,143.71223
1600,Marmion,-23.992438,134.050443
1601,Myara,-23.992438,134.050443
1602,Karloo,-28.790665,114.640803
1603,Ravensthorpe,-33.581223,120.046948
1604,Carlotta,-23.992438,134.050443
1605,Wellesley,-36.98333,149.1
1606,East Ballidu,-30.6,116.76667
1607,West Lyons River,-23.992438,134.050443
1608,Datatine,-33.46667,117.91667
1609,Yakamia,-34.99991,117.876793
1610,Tenterden,-30.1318,151.4346
1611,Inkpen,-23.992438,134.050443
1612,Woodbridge,-31.890136,115.993011
1613,Commodine,-23.992438,134.050443
1614,Rossmoyne,-32.039132,115.868276
1615,East Bunbury,-33.337238,115.659315
1616,Piesse Brook,-31.966961,116.116005
1617,Flint,-23.992438,134.050443
1618,Drummond Cove,-28.673075,114.616238
1619,Withers,-23.992438,134.050443
1620,Wadderin,-31.994,118.45047
1621,Nanarup,-34.997123,118.044233
1622,Wyening,-31.18868,116.48571
1623,Denmark,-34.96617,117.357405
1624,Tanami,-20.145086,127.982051
1625,Caraban,-23.992438,134.050443
1626,Garden Island,-33.860655,151.228295
1627,Marradong,-32.906044,116.321217
